sentence,names
"As you know, there are only three exits to this valley.",['only three']
To the East towards Holopole and to the West towards Caingorn.,"['East', 'Holopole', 'West', 'Caingorn']"
"You can leave by these two roads, but you will not pass by the ravine located to the north, because I, Villentretenmerth, forbid it.","['two', 'Villentretenmerth']"
"If anybody does not intend to respect my order, I honourably challenge him, in the form of a knight's duel using only conventional weapons; that is, without magic or bursts of flame.",[]
Battle will continue until the surrender of one of the parties.,"['Battle', 'one']"
"I await your answer through your herald, in accordance with protocol!""",[]
All were dumbfounded.,[]
"""It talks!""",[]
"Boholt murmured, barely able to catch his breath.",[]
"""Incredible!""",[]
"""And very intelligently, at that,"" added Yarpen Zigrin.",['Yarpen Zigrin']
"""Does anybody know what a confessional weapon is?""",[]
"""Common place, without magic,"" answered Yennefer, frowning.",['Yennefer']
"""Something else surprises me, however.",[]
They cannot articulate properly with a forked tongue.,[]
This rascal uses telepathy.,[]
Watch out because it works in both directions.,[]
It knows how to read your thoughts.,[]
"""
45
""Is it completely mad or what?"" declared Kennet alias Ripper, annoyed.","['45', 'Kennet', 'alias Ripper']"
"""A duel of honour?",[]
With a stupid reptile?,[]
It's so small!,[]
Let's go at it all together!,[]
"As a group!""",[]
"""No.""",[]
They looked amongst themselves.,[]
"Eyck of Denesle, already on his horse, fully equipped, his lance at his stirrup, cut a more impressive figure than when he moved on foot.",['Denesle']
Fevered eyes shone beneath the raised visor of his helmet.,[]
His face was pallid.,[]
"""No, Lord Kennet,"" repeated the knight, ""over my dead body.",[]
I will not allow insult to the honour of knights in my presence.,[]
"He who dares to violate the code of honour of duelling...""",[]
Eyck spoke more and more intensely; his impassioned voice broke and trembled with excitement.,['Eyck']
"""Who dares to make fun of honour, makes fun of me.",[]
His blood or mine will run on this wasted earth.,[]
The animal demands a duel?,[]
So be it!,[]
Let the herald sound my name!,[]
Let the Judgment of the Gods decide our fate!,[]
"The might of fangs and claws for the dragon, his infernal fury, and for me..."" ""What a moron,"" murmured Yarpen Zigrin.",['Yarpen Zigrin']
"""For me, law, faith and the tears of the virgins that this lizard..."" ""Shut up, Eyck, you're giving us the urge to vomit!""",['Eyck']
Boholt reprimanded.,[]
"""Get on with it.",[]
"Get yourself over to that meadow instead of babbling on!""",[]
"""Hey, Boholt! Wait!""","['Hey, Boholt']"
"the leader of the dwarves intervened, stroking his beard.",[]
"""You forget the contract?",[]
"If Eyck strikes down the lizard, he will acquire half..."" ""Eyck will acquire nothing at all,"" replied Boholt, grinning.","['Eyck', 'half', 'Eyck', 'Boholt']"
"""I know it.",[]
"If Jaskier dedicates a song to him, that will be more than enough for him.""",['Jaskier']
"""Silence!""",[]
Gyllenstiern ordered.,[]
"""So shall it be.",[]
"Faith and honour will rally against the dragon in the form of the knight errant, Eyck of Denesle, fighting in the colours of Caingorn as lance and sword of the King Niedamir.","['Eyck of Denesle', 'Caingorn', 'the King Niedamir']"
"Such is the will of the king!""",[]
"""You see?"" ground out Yarpen Zigrin under his breath.",['Yarpen Zigrin']
"""The lance and the sword of Niedamir.",['Niedamir']
The idiot King of Caingorn has definitely got us.,[]
"What do we do now?""",[]
"""Nothing.""",[]
Boholt spat.,[]
"""You are not going to pick a fight with Eyck, alright?",['Eyck']
"Certainly, he talks crap, but since he's already rashly mounted his horse, it's better to let him go.",[]
"Let him go, damn it, and let him settle his score with this dragon.",[]
"Afterwards, we shall see.""",[]
"""Who holds the office of herald?""",[]
Jaskier asked.,['Jaskier']
"""The dragon wanted a herald.",[]
"Perhaps me?""",[]
"""No.",[]
"It's not a question of singing some ditty, Jaskier,"" replied Boholt, frowning.","['Jaskier', 'Boholt']"
"""Yarpen Zigrin has a booming voice; let him be the herald.""",['Zigrin']
"""Agreed, what does it matter?"" replied Yarpen.",['Yarpen']
"""Give me the standard with the coat of arms so that we can do this properly.""",[]
"""Watch out, lord dwarf, make sure you're polite and respectful.""",[]
"scolded Gyllenstiern.
",['Gyllenstiern']
"46
""Don't tell me what to do.""",['46']
The dwarf thrust out his chest proudly.,[]
"""I had already conducted my first official engagement while you were still learning how to talk.""",['first']
"The dragon remained sat on the hillock, waving its tail cheerfully while it waited patiently.",[]
The dwarf heaved himself onto the highest rock.,[]
"He cleared his throat and bellowed: ""Hey! You there!""",[]
"he shouted, putting his hands on his hips.",[]
"""Scaly shithead!",[]
Are you ready to hear what the herald has to say?,[]
"That's me, in case you were wondering!",[]
"The knight errant Eyck of Denesle will be the first to take you on, all above board!","['Eyck of Denesle', 'first']"
"He will drive his lance into your belly in accordance with sacred custom: which may be unfortunate for you, but it will be joy for the poor virgins and King Niedamir!",['King Niedamir']
Battle will have to respect the code of honour and law.,['Battle']
You will be forbidden to belch fire.,[]
You will only be allowed to make mincemeat out of each other in the conventional way.,[]
Battle will go on as long as the opposing party has not given up the ghost or snuffed it... and we wish that for you more than anything!,['Battle']
"Did you get all that, dragon?""",[]
"The dragon yawned, shook its wings and swiftly slid down the hillock onto the flat ground.",[]
"""I heard you, virtuous herald,"" it replied.",[]
"""The valorous Eyck of Denesle deigns to come to me on meadow.",['Eyck of Denesle']
"I am ready! """,[]
"""What mugs!""",[]
"Boholt spat, casting a gloomy look towards the knight Eyck as he trotted out to the barrier of rocks.",['Eyck']
"""It's a bloody farce..."" ""Shut it, Boholt,"" shouted Jaskier, rubbing his hands.","['Boholt', 'Jaskier']"
"""Look, Eyck is going to charge!","['Look, Eyck']"
"Bloody hell, what a fine ballad I'm going to compose!""",[]
"""Hurrah!",[]
"Three cheers for Eyck!""","['Three', 'Eyck']"
one of the archers of Niedamir exclaimed.,"['one', 'Niedamir']"
"""I,"" Kozojed interjected sadly ""would have made him gulp down some sulphur, just to be on the safe side.""",['Kozojed']
"On the battleground, Eyck returned salute to the dragon by raising his lance.",['Eyck']
He slammed down the visor of his helmet before driving his spurs into the sides of his mount.,[]
"""Well, well,"" the dwarf responded.",[]
"""He might be a fool, but he really knows what he's doing.",[]
"Look at him!""",[]
"Leaning forward, straining in the saddle, Eyck lowered his lance when he was at a gallop.",['Eyck']
"In spite of Geralt's assumption, the dragon did not leap back.",['Geralt']
"Neither did it try to elude its adversary by going around him, but launched itself flat out towards the knight who attacked it.",[]
"""Kill it!",[]
"Kill it, Eyck!""",['Eyck']
shouted Yarpen.,['Yarpen']
Eyck did not throw himself blindly into a frontal attack.,['Eyck']
"In spite of going full tilt, he skilfully changed direction at the last minute, shifting his lance over his horse's head.",['the last minute']
"Flying alongside the dragon, he struck with all his might, standing up in his stirrups.",[]
"Everybody started to shout in unison, except Geralt who refused to participate in the chorus.",['Geralt']
"The dragon evaded the thrust with an elegant circular movement, agile and full of grace.",[]
"With a whip-like motion, it pivoted and, in a combination of feline exuberance and nonchalance,
47
disembowelled the horse with its paw.",['47']
The horse reared high and let out a grunt.,[]
"The knight, badly shaken, did not drop his lance, however.",[]
"As the horse collapsed to the ground, the dragon swept Eyck from his saddle with one strike of its mighty paw.",['Eyck']
"He was shot into the air, the plate of his armour grating against itself.",[]
Everybody heard the crash and clatter of his fall onto the ground.,[]
"The dragon crushed the horse with its foot, sat down and plunged in with its toothy maw.",[]
The horse bellowed with terror before dying in a last spasm.,[]
All heard the deep voice of the dragon Villentretenmerth in the silence that had fallen.,['Villentretenmerth']
"""The valorous Eyck of Denesle may be withdrawn from the ground.",['Eyck of Denesle']
He is unfit to continue battle.,[]
"Next, please.""",[]
"""Oh Shit!"" said Yarpen Zigrin in the quiet.",['Yarpen Zigrin']
"VIII ""Both legs,"" said Yennefer, drying her hands on a linen cloth.",['Yennefer']
"""And undoubtedly part of his backbone.",[]
His armour is split in the back as though it's been rammed.,[]
His legs were shredded by his own lance.,[]
"He's not ready to get back up on a horse any time soon, supposing that he gets back up at all.""",[]
"""Occupational hazard,"" murmured Geralt.",['Geralt']
The sorceress frowned.,[]
"""Is that all you have to say?""",[]
"""What else do you want to hear, Yennefer?""",['Yennefer']
"""This dragon is incredibly quick, too quick to be struck down by a human.""",[]
"""I understand.",[]
"No, Yen.",['Yen']
"Not me.""",[]
"""Is it because of your principles?""",[]
the sorceress smiled maliciously.,[]
"""Or perhaps it's just plain, ordinary fear.",[]
"It would be the only human emotion you're capable of feeling.""",[]
"""Both,"" replied the witcher dispassionately.",[]
"""What difference does it make?""",[]
"""Exactly.""",[]
Yennefer approached him.,['Yennefer']
"""None at all.",[]
Principles can be overridden; fear can be conquered.,[]
"Kill this dragon, Geralt.",['Geralt']
"Do it for me.""",[]
"""For you?""",[]
"""For me.",[]
I want this dragon.,[]
All of it.,[]
"I want it for myself.""",[]
"""Use your spells and kill it yourself.""",[]
"""No. You kill it.",[]
"With my spells, I shall immobilize the Reavers and the others so that they don't interrupt you.",['Reavers']
"""
48
""There will be deaths, Yennefer.""","['48', 'Yennefer']"
"""Since when does that bother you?",[]
You'll be in charge of the dragon.,[]
"I'll take care of the others.""",[]
"""Yennefer,"" the witcher replied coldly.",['Yennefer']
"""I'm having trouble understanding.",[]
Why do you need this dragon?,[]
Does the yellow colour of its scales please you that much?,[]
"Poverty threatens you not at all; your means are numerous, you are famous.",[]
So what is it?,[]
"Just don't say anything about duty, I beg you.""",[]
Yennefer remained silent.,['Yennefer']
"Then, frowning, she kicked a pebble lying in the grass.",[]
"""There's somebody who can help me.",[]
Apparently it...,[]
you know what I'm talking about...,[]
Apparently it's reversible.,[]
There is a chance.,[]
I can still have...,[]
"Do you understand?""",[]
"""I understand.""",[]
"""It is a complicated and costly operation.",[]
But in exchange for a golden dragon...,[]
"Geralt?""",['Geralt']
The witcher remained silent.,[]
"""When we were hanging from the bridge,"" she continued, ""you asked me for something.",[]
"I grant it to you, in spite of everything.""",[]
The witcher smiled sadly.,[]
He touched the star of obsidian which hung on Yennefer's neck with his index finger.,"['obsidian', 'Yennefer']"
"""It's too late, Yen.",['Yen']
We're no longer hanging from the bridge.,[]
I don't care anymore.,[]
"In spite of everything.""",[]
"He expected the worst: a cascade of flames, flashes of lightning, blows raining down on his face, insults and curses.",[]
There was nothing.,[]
"He saw, with astonishment, only the subtle trembling of her lips.",[]
Yennefer turned around slowly.,['Yennefer']
Geralt regretted his words.,['Geralt']
He regretted the emotion from which they had originated.,[]
"The last possible limit, like the strings of a lute, had been broken.",[]
